KODE;NORSK_BRUKSNAVN;SEKUNDAERT_FAGOMRAADE;FAGOMRAADE_NLK;REFUSJONSKATEGORI;REFUSJON_stat;REFUSJON_privat;STJERNEKODE;REFUSJONSKATEGORI_ENDRET
NPU29050;P-Daptomycin;;Klinisk farmakologi;MM0;0,88;0,84;0;
NPU29051;P-Kaspofungin;;Klinisk farmakologi;MM0;0,88;0,84;0;
NPU29055;P-non-HDL-kolesterol;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB2 til MB0
NPU29057;F-Blod (proc.);;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU29062;B-Granulocytter(GPI-fattige);;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;IT7 til IT8
NPU29063;Ery-Erytrocytter(GPI-fattige);;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;IT7 til IT8
NPU29068;P-Aldolase;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29069;P-ACE;;Medisinsk biokjemi;MB8;57,76;53,57;0;MB6 til MB8
NPU29071;P-Hantavirus antistoff;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU29073;P-Ehrlichia antistoff;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU29078;P-Ehrlichia IgG;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU29079;P-Ehrlichia IgM;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU29080;Sp-Beta-trace;;Medisinsk biokjemi;MB2;6,96;6,45;0;
NPU29081;U-Urat;;Medisinsk biokjemi;MB6;23,18;21,5;1;
NPU29082;Sp-Protein;;Medisinsk biokjemi;MB3;9,53;8,81;0;
NPU29083;U-Benzylpiperazin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29084;U-3-Trifluormetylpiperazin (TFMPP);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29085;U-4-Klorbenzylpiperazin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29086;U-Metylkatinon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29087;U-Morfin-3-glukuronid (M3G);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29088;U-Morfin-6-glukuronid (M6G);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29089;U-Kodein-6-glukuronid (K6G);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29090;U-Buprenorfinglukuronid;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29091;U-Norbuprenorfinglukuronid;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29093;U-7-aminoflunitrazepam (7-AF);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29094;U-Desmetylflunitrazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29095;U-Fenazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29096;U-Norketobemidon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29097;U-Norketamin;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU29098;U-Ritalinsyre;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29099;U-Norfentanyl;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29100;U-Desomorfin;;Klinisk farmakologi;KF2;22,68;22,44;0;KF3 til KF2
NPU29101;U-Mefedron (4-MMC);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29103;U-Ekgoninmetylester;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29104;U-Norkodein;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29105;U-Cannabidiol (CBD);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29107;U-Opiat;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29113;Pt(U)-Urat;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU29114;U-Amylase, pankreas;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU29115;U-Pregabalin;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU29131;Perikv-Albumin;;Medisinsk biokjemi;MB5;17,01;15,75;0;
NPU29137;U-Katinon (Khat);;Klinisk farmakologi;KF2;22,68;22,44;0;KF3 til KF2
NPU29138;U-Ekgonidin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29139;U-Norbuprenorfin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29140;U-Norpropoksyfen;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29141;U-Etylmetyldifenylpyrrolidin (EDMP);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29143;U-Parametoksyamfetamin (PMA);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29144;U-Parametoksymetamfetamin (PMMA);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29160;P-Glukose -30 min (før);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29161;P-IgE Cor a 9, 11S globulin (hasselnøtt);;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29162;P-IgE Cor a 14, 2S albumin (hasselnøtt);;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29163;"P-IgE CCD; MUXF3, o214";;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;IT3 til IT5
NPU29164;B-Parasitter;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU29176;DNA-CDC73-gen;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB2 til MB14
NPU29197;DNA-NF2;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29203;DNA-PRKAR1A-gen;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU29219;P-Immunglobulin D;Immunologi og transfusjonsmedisin;Medisinsk biokjemi;MB7;35,12;32,55;0;IT3 til MB7
NPU29223;P-IgE morfin, c260;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU29230;B-TB-IGRA konklusjon;;Medisinsk mikrobiologi;MM9;838,46;801,91;0;MM7 til MM9
NPU29231;P-Fosfolipase A2 reseptor (PLA2R) IgG;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NPU29232;P-Fosfolipase A2 reseptor (PLA2R) IgG (semikvantitativ);;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NPU29235;P-IgE Pol d 5 (vepsegift);;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29239;P-Fenoksymetylpenicillin;;Klinisk farmakologi;MM0;0,88;0,84;0;
NPU29248;Us-Beta-trace ratio, sekret/plasma;;Medisinsk biokjemi;MB0;0,5;0,48;1;MB1 til MB0
NPU29259;P-IgE Phl p 1 (timotei), g205;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29260;P-IgE Phl p 7 (timotei), g210;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29261;P-IgE Phl p 5b (timotei), g215;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29262;U-3-Klorfenylpiperazin (mCPP);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29263;P-Humant immunsviktvirus-1 (HIV-1) resistensbestemmelse;;Medisinsk mikrobiologi;MM10;1347,53;1288,79;0;
NPU29275;P-Sykloserin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU29281;P-Levofloksacin;;Klinisk farmakologi;MM0;0,88;0,84;0;
NPU29283;P-Rivaroksaban;Medisinsk biokjemi;Klinisk farmakologi;KF8;656,5;649,55;0;MB0 til KF8
NPU29284;P-Retigabin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29285;P-Perampanel;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29287;P-Stiripentol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU29289;P-IgE humle (insekt), i205;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU29290;P-Rubellavirus IgG;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU29291;Sp-Aberrant cellepopulasjon, fenotype;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;IT1 til IT0
NPU29292;Plv-Aberrant cellepopulasjon, fenotype;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NPU29293;BAL-Aberrant cellepopulasjon;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NPU29294;P-IgE gal-alfa-1,3-gal, o215;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;IT3 til IT5
NPU29295;Perikv-Erytrocytter;;Medisinsk biokjemi;MB7;35,12;32,55;0;
NPU29296;B-HbA1c;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU29314;U-Pregabalin;Medisinsk biokjemi;Klinisk farmakologi;KF2;22,68;22,44;0;MB6 til KF2
NPU29320;P-IgE Ana o 3, 2S albumin (cashewnøtt);;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29339;U-Tetrahydrocannabinolsyre (THC-COOH)/Kreatinin;Klinisk farmakologi;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29347;Spz-Spermiepenetrering;Reproduksjonsmedisin;Medisinsk biokjemi;MB10;133,86;124,13;0;MB0 til MB10
NPU29348;P-IgE klorhex, c8;;Immunologi og transfusjonsmedisin;IT4;60,23;59,87;0;IT2 til IT4
NPU29349;P-IgE Aspergillus flavus, m228;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU29350;Spz-Spermier (ikke progressive, 3t);Reproduksjonsmedisin;Medisinsk biokjemi;MB5;17,01;15,75;0;
NPU29356;P-Humant immunsviktvirus 1+2 (HIV-1+HIV-2) RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29357;P-IgE Aspergillus terrus, m36;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU29360;P-IgE bukkhornkløver, f305;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU29370;B-Krom (III);Klinisk farmakologi;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29371;P-Kobolt;Klinisk farmakologi;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29372;B-Kobolt (Co);Klinisk farmakologi;Medisinsk biokjemi;MB8;57,76;53,57;0;
NPU29374;P(nsB,vB)-Glukose;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU29375;P(nsB,aB)-Glukose;;Medisinsk biokjemi;MB1;5,16;4,77;0;MB0 til MB1
NPU29376;P-IgE Act d 8 (kiwi);;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29377;P-IgE Bet v 2, profilin (bjørk), t216;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29399;P-Fibrinogen;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU29410;Sp-Neisseria meningitidis DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29411;Sp-Streptococcus pneumoniae DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29412;Sp-Haemophilus influenzae DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29428;P-IgG and (fjær), e86;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;IT2 til IT3
NPU29435;P-IgG4 Ves v 1 (vepsegift);;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29437;P-IgG4 Phl p 1 (timotei), g205;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29439;P-IgG4 Phl p 5b (timotei), g215;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29440;P-Kardiolipin IgA;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;IT2 til IT3
NPU29441;P-Beta-2-glykoprotein 1 IgA;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;IT2 til IT3
NPU29470;P-Recoverin IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29471;P-SOX-1 IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29472;P-TBE-virus IgG;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU29473;P-TBE-virus IgM;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU29474;P-IgE gliadin (hvete), f98;;Immunologi og transfusjonsmedisin;IT4;60,23;59,87;0;IT3 til IT4
NPU29475;P-IgE Tri a 14 (hvete), f433;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29476;P-IgE lupinfrø, f335;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU29477;P-IgE spelthvete, f124;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU29478;F-Hemoglobin;;Medisinsk biokjemi;MB9;82,39;76,4;0;MB2 til MB9
NPU29482;P-Tr (DNER) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29486;Sp-ZIC 4 IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29487;P-ZIC 4 IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29502;U-BK polyomavirus DNA;;Medisinsk mikrobiologi;MM8;434,8;415,86;0;
NPU29503;P-ADH;;Medisinsk biokjemi;MB12;514,71;477,31;0;
NPU29506;B-Krom (Cr);;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU29507;Ldv-Urat;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29508;DNA-CALR;;Medisinsk biokjemi;MB12;514,71;477,31;0;MB7 til MB12
NPU29509;P-Gallesyrer;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB5 til MB7
NPU29510;P-IgE Jug r 1, 2S albumin (valnøtt);;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29511;P-IgE Jug r 3, LTP (valnøtt);;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29512;P-LKM 1 IgG;;Immunologi og transfusjonsmedisin;IT4;60,23;59,87;0;
NPU29513;Lkc-HLA-DQ2 antigen;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NPU29514;Lkc-HLA-DQ8 antigen;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NPU29516;P-ADAMTS13 IgG;;Medisinsk biokjemi;MB13;1224,82;1135,76;0;MB2 til MB13
NPU29521;Us-Borrelia burgdorferi gruppe sensu lato DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29524;Sp-Borrelia burgdorferi DNA;;Medisinsk mikrobiologi;MM2;38,92;37,24;0;
NPU29525;Us-Borrelia burgdorferi DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29548;Sp-Recoverin IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;IT2 til IT5
NPU29549;Sp-SOX1 IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29550;Sp-GAD65 IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;
NPU29551;Sp-Tr (DNER) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;IT0 til IT5
NPU29552;Us-Bacillus cereus dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29553;Us-Beta-hemolytiske streptokokker dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29554;Us-Bordetella pertussis;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29555;Us-Burkholderia cepacia dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29558;Us-Clostridioides difficile dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29559;Us-Clostridium perfringens dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29564;P-Somatotropin 0 min;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29571;Us-Escherichia coli (EHEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29572;Us-Escherichia coli (EIEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29573;Us-Escherichia coli (EPEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29574;Us-Gardnerella vaginalis;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29576;Us-Haemophilus ducreyi;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29577;Us-Helicobacter pylori dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29580;Us-Neisseria meningitidis dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29581;Us-Parasitter identifikasjon;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29582;Us-Pseudomonas aeruginosa dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29585;Us-Gjærsopp dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29586;P-SAE1 IgG;;Immunologi og transfusjonsmedisin;IT4;60,23;59,87;0;
NPU29587;Us-Staphylococcus aureus dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29590;Us-Candida mannan antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29601;Us-Cryptosporidium antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29602;Us-Giardia lamblia antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29603;Us-Neisseria gonorrhoeae antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29604;Us-Helicobacter pylori antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29605;Us-Mycobacterium tuberculosis kompleks antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29606;Us-Plasmodium (malaria) antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29607;Us-MRSA DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29608;Us-Pneumocystis jirovecii antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29609;Us-Streptococcus agalactiae (gruppe B streptokokker) antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29610;Us-Ureaplasma urealyticum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM5 til MM6
NPU29611;Us-Humant papillomavirus type 16 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29612;Us-Denguevirus antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29613;Us-Herpes simplex 1-virus DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29614;Us-Herpes simplex 2-virus DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29615;Us-Humant papillomavirus type 18 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29616;Us-Metapneumovirus antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29618;Us-Humant parainfluensavirus 2 antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29619;Us-Humant parainfluensavirus 3 antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29620;P-NXP2 IgG;;Immunologi og transfusjonsmedisin;IT4;60,23;59,87;0;
NPU29621;P-MDA5 IgG;;Immunologi og transfusjonsmedisin;IT4;60,23;59,87;0;
NPU29622;P-TIF1-gamma IgG;;Immunologi og transfusjonsmedisin;IT4;60,23;59,87;0;
NPU29623;P-Mi2-alfa (CHD-3) IgG;;Immunologi og transfusjonsmedisin;IT4;60,23;59,87;0;IT3 til IT4
NPU29626;P-Myelin-oligodendrocytt glykoprotein IgG;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;IT4 til IT8
NPU29627;Sp-Myelin-oligodendrocytt glykoprotein IgG;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;IT7 til IT8
NPU29636;Sp-Beta-amyloid 42;;Medisinsk biokjemi;MB8;57,76;53,57;0;
NPU29637;Sp-Beta-amyloid 40;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU29645;Us-Anidulafungin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29646;Us-Kaspofungin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29647;Us-Kaspofungin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29648;Us-Cefaleksin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29649;Us-Cefalotin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29650;Us-Cefepim;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29651;Us-Cefiksim;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29652;Us-Cefpodoksim;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29653;Us-Kolistin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29654;Us-Daptomycin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29655;Us-Doripenem;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29656;Us-Ertapenem;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29657;Us-Ertapenem;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29658;Us-Kanamycin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29659;Us-Ketokonazol;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29660;Us-Levofloksacin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29661;Us-Linezolid;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29662;Us-Mupirocin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29663;Us-Moksifloksacin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29664;Us-Mupirocin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29665;Us-Nalidiksinsyre;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29666;Us-Dalfopristin+Quinupristin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29667;Us-Spektinomycin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29668;Us-Teikoplanin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29670;Us-Tigesyklin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29671;Us-Tigesyklin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29672;Us-Vorikonazol;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29673;Us-Aspergillus galaktomannan antigen;;Medisinsk mikrobiologi;MM5;125,77;120,3;0;
NPU29678;P-BP230 IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29682;P-sFlt (løselig fms-lignende tyrosin kinase 1);;Medisinsk Biokjemi;MB11;225,07;208,71;0;MB2 til MB11
NPU29683;P-PLGF (placental vekstfaktor);;Medisinsk biokjemi;MB11;225,07;208,71;0;MM0 til MB11
NPU29685;P-DPPX IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT5 til IT6
NPU29686;Sp-DPPX IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT5 til IT6
NPU29692;P-Certolizumab pegol;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF7;477,48;472,39;0;KF6 til KF7
NPU29694;P-Golimumab;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF7;477,48;472,39;0;KF6 til KF7
NPU29698;B-NK-celler;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU29699;B-B-Lymfocytter;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU29700;P-Nyre+lever mikrosom IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT5 til IT6
NPU29701;P-IgG Certolizumab pegol;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU29702;P-IgG Golimumab;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU29703;Us-Linezolid;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29704;P-Hep-2 ANA titrering;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NPU29705;F-Apts prøve;;Medisinsk biokjemi;MB9;82,39;76,4;0;
NPU29706;Mageinnhold-Apts prøve;;Medisinsk biokjemi;MB9;82,39;76,4;0;
NPU29707;Us-Ceftarolin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29709;Us-Itrakonazol;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;MM1 til MM0
NPU29710;Us-Micafungin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU29711;Us-Chlamydia trachomatis RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM5 til MM6
NPU29712;Us-H1N1 svineinfluensavirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29715;P-Hep-2 ANA screening;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NPU29718;P-HMGCR IgG;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NPU29720;Us-Parapoxvirus DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU29721;Us-Orthopoxvirus DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM2 til MM6
NPU29729;P-IgG Adalimumab;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF6;286,47;283,42;0;KF5 til KF6
NPU29730;P-IgG Etanercept;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF6;286,47;283,42;0;KF5 til KF6
NPU29731;P-IgG Infliksimab;Immunologi og transfusjonsmedisin;Klinisk farmakologi;KF6;286,47;283,42;0;KF5 til KF6
NPU29733;Us-Clostridioides difficile GDH antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29734;Us-Clostridioides difficile toksin A;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29735;Us-Clostridioides difficile toksin B;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29736;Us-Clostridioides difficile toksin A+B;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU29737;P-Metoksytyramin;;Medisinsk biokjemi;MB10;133,86;124,13;0;MB0 til MB10
NPU29745;DNA-HLA-B*27;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29746;DNA-HLA-B*27;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU29747;DNA-HLA-B*57:01;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NPU29750;U-Tetrahydrocannabinol (THC);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU29751;Vev-Aberrant cellepopulasjon, fenotype;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;IT1 til IT0
NPU29753;P-Binyrebark IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;
NPU29754;P-Mitokondrie IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT5 til IT6
NPU29755;P-Glatt muskulatur IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT5 til IT6
NPU29756;P-ds(nativt)DNA IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT5 til IT6
NPU29757;P-Parietalcelle IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT5 til IT6
NPU29760;Us-Schistosoma DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
