ICPC2B_ICD10_Kode;ICPC2_Kode;ICPC2B_tekst;icpc2_Kap;icpc2_type;ICPC2B_kode
M8592;L99;Uspesifisert forstyrrelse i bentetthet og benstruktur, i overarm;L;2;L991599
M8591;L99;Uspesifisert forstyrrelse i bentetthet og benstruktur, i skulderregionen;L;2;L991600
M8593;L99;Uspesifisert forstyrrelse i bentetthet og benstruktur, i underarm;L;2;L991601
M8599;L99;Uspesifisert forstyrrelse i bentetthet og benstruktur, i uspesifisert lokalisasjon;L;2;L991602
M2392;L99;Uspesifisert kneleddlidelse i bakre korsbånd;L;2;L991603
M2390;L99;Uspesifisert kneleddlidelse i flere lokalisasjoner;L;2;L991604
M2391;L99;Uspesifisert kneleddlidelse i fremre korsbånd;L;2;L991605
M2394;L99;Uspesifisert kneleddlidelse i laterale kollaterale ligament;L;2;L991606
M2397;L99;Uspesifisert kneleddlidelse i leddkapsel;L;2;L991607
M2393;L99;Uspesifisert kneleddlidelse i mediale kollaterale ligament;L;2;L991608
M2395;L99;Uspesifisert leddlidelse i bakre horn av lateral menisk;L;2;L991609
M2396;L99;Uspesifisert leddlidelse i uspesifisert del av lateral menisk;L;2;L991610
M8997;L99;Uspesifisert lidelse i knokler i ankel eller fot;L;2;L991611
M8998;L99;Uspesifisert lidelse i knokler i annen lokalisasjon;L;2;L991612
M8995;L99;Uspesifisert lidelse i knokler i bekkenregion eller lår;L;2;L991613
M8990;L99;Uspesifisert lidelse i knokler i flere lokalisasjoner;L;2;L991614
M8994;L99;Uspesifisert lidelse i knokler i hånd;L;2;L991615
M8996;L99;Uspesifisert lidelse i knokler i kne eller legg;L;2;L991616
M8992;L99;Uspesifisert lidelse i knokler i overarm;L;2;L991617
M8991;L99;Uspesifisert lidelse i knokler i skulderregionen;L;2;L991618
M8993;L99;Uspesifisert lidelse i knokler i underarm;L;2;L991619
M8999;L99;Uspesifisert lidelse i knokler i uspesifisert lokalisasjon;L;2;L991620
M6797;L99;Uspesifisert lidelse i synovialhinne eller sene i ankel eller fot;L;2;L991621
M6798;L99;Uspesifisert lidelse i synovialhinne eller sene i annen lokalisasjon;L;2;L991622
M6795;L99;Uspesifisert lidelse i synovialhinne eller sene i bekkenregion eller lår;L;2;L991623
M6790;L99;Uspesifisert lidelse i synovialhinne eller sene i flere lokalisasjoner;L;2;L991624
M6794;L99;Uspesifisert lidelse i synovialhinne eller sene i hånd;L;2;L991625
M6796;L99;Uspesifisert lidelse i synovialhinne eller sene i legg;L;2;L991626
M6792;L99;Uspesifisert lidelse i synovialhinne eller sene i overarm;L;2;L991627
M6791;L99;Uspesifisert lidelse i synovialhinne eller sene i skulderregionen;L;2;L991628
M6793;L99;Uspesifisert lidelse i synovialhinne eller sene i underarm;L;2;L991629
M6799;L99;Uspesifisert lidelse i synovialhinne eller sene i uspesifisert lokalisasjon;L;2;L991630
M6297;L99;Uspesifisert muskelsykdom i ankel eller fot;L;2;L991631
M6298;L99;Uspesifisert muskelsykdom i annen lokalisasjon;L;2;L991632
M6295;L99;Uspesifisert muskelsykdom i bekkenregion eller lår;L;2;L991633
M6290;L99;Uspesifisert muskelsykdom i flere lokalisasjoner;L;2;L991634
M6294;L99;Uspesifisert muskelsykdom i hånd;L;2;L991635
M6296;L99;Uspesifisert muskelsykdom i legg;L;2;L991636
M6292;L99;Uspesifisert muskelsykdom i overarm;L;2;L991637
M6291;L99;Uspesifisert muskelsykdom i skulderregionen;L;2;L991638
M6293;L99;Uspesifisert muskelsykdom i underarm;L;2;L991639
M6299;L99;Uspesifisert muskelsykdom i uspesifisert lokalisasjon;L;2;L991640
M8797;L99;Uspesifisert osteonekrose i ankel eller fot;L;2;L991641
M8798;L99;Uspesifisert osteonekrose i annen lokalisasjon;L;2;L991642
M8795;L99;Uspesifisert osteonekrose i bekkenregion eller lår;L;2;L991643
M8790;L99;Uspesifisert osteonekrose i flere lokalisasjoner;L;2;L991644
M8794;L99;Uspesifisert osteonekrose i hånd;L;2;L991645
M8796;L99;Uspesifisert osteonekrose i kne eller legg;L;2;L991646
M8792;L99;Uspesifisert osteonekrose i overarm;L;2;L991647
M8791;L99;Uspesifisert osteonekrose i skulderregionen;L;2;L991648
M8793;L99;Uspesifisert osteonekrose i underarm;L;2;L991649
M8799;L99;Uspesifisert osteonekrose i uspesifisert lokalisasjon;L;2;L991650
M8949;L99;Uspesifisert osteoartropati i uspesifisert lokalisasjon;L;2;L991651
M0292;L99;Uspesifisert reaktiv leddlidelse i albue;L;2;L991652
M0297;L99;Uspesifisert reaktiv leddlidelse i ankel eller ledd mellom knokler i fot;L;2;L991653
M0298;L99;Uspesifisert reaktiv leddlidelse i annen lokalisasjon;L;2;L991654
M0290;L99;Uspesifisert reaktiv leddlidelse i flere lokalisasjoner;L;2;L991655
M0295;L99;Uspesifisert reaktiv leddlidelse i hofteledd eller sakroiliakalledd;L;2;L991656
M0293;L99;Uspesifisert reaktiv leddlidelse i håndledd;L;2;L991657
M0296;L99;Uspesifisert reaktiv leddlidelse i kneledd;L;2;L991658
M0294;L99;Uspesifisert reaktiv leddlidelse i ledd mellom knokler i hånd;L;2;L991659
M0291;L99;Uspesifisert reaktiv leddlidelse i skulderregionen;L;2;L991660
M0299;L99;Uspesifisert reaktiv leddlidelse, i uspesifisert lokalisasjon;L;2;L991661
M2492;L99;Uspesifisert uorden i albueledd;L;2;L991662
M2497;L99;Uspesifisert uorden i ankelledd eller ledd mellom knokler i fot;L;2;L991663
M2495;L99;Uspesifisert uorden i hofteledd eller sakroiliakaledd;L;2;L991664
M2493;L99;Uspesifisert uorden i håndledd;L;2;L991665
M2496;L99;Uspesifisert uorden i kneledd;L;2;L991666
M249;L99;Uspesifisert uorden i ledd;L;2;L991667
M2498;L99;Uspesifisert uorden i ledd i annen lokalisasjon;L;2;L991668
M2490;L99;Uspesifisert uorden i ledd i flere lokalisasjoner;L;2;L991669
M2491;L99;Uspesifisert uorden i ledd i skulderregionen;L;2;L991670
M2499;L99;Uspesifisert uorden i ledd i uspesifisert lokalisasjon;L;2;L991671
M2494;L99;Uspesifisert uorden i ledd mellom knokler i hånd;L;2;L991672
M8917;L99;Vekststopp i epifyse i ankel eller fot;L;2;L991673
M8918;L99;Vekststopp i epifyse i annen lokalisasjon;L;2;L991674
M8915;L99;Vekststopp i epifyse i bekkenregion eller lår;L;2;L991675
M8910;L99;Vekststopp i epifyse i flere lokalisasjoner;L;2;L991676
M8914;L99;Vekststopp i epifyse i hånd;L;2;L991677
M8916;L99;Vekststopp i epifyse i legg;L;2;L991678
M8912;L99;Vekststopp i epifyse i overarm;L;2;L991679
M8911;L99;Vekststopp i epifyse i skulderregionen;L;2;L991680
M8913;L99;Vekststopp i epifyse i underarm;L;2;L991681
M8919;L99;Vekststopp i epifyse i uspesifisert lokalisasjon;L;2;L991682
M991;L99;Vertebralt subluksasjonskompleks;L;2;L991683
M9911;L99;Vertebralt subluksasjonskompleks cervikotorakalt;L;2;L991684
M9919;L99;Vertebralt subluksasjonskompleks i buk eller annet sted;L;2;L991685
M9913;L99;Vertebralt subluksasjonskompleks lumbosakralt;L;2;L991686
M9910;L99;Vertebralt subluksasjonskompleks oksipitocervikalt;L;2;L991687
M9914;L99;Vertebralt subluksasjonskompleks sacrococcygealt;L;2;L991688
M9912;L99;Vertebralt subluksasjonskompleks torakolumbalt;L;2;L991689
M1222;L99;Villonodulær synovitt i albue;L;2;L991690
M1227;L99;Villonodulær synovitt i ankel eller ledd mellom knokler i fot;L;2;L991691
M1228;L99;Villonodulær synovitt i annen lokalisasjon;L;2;L991692
M1220;L99;Villonodulær synovitt i flere lokalisasjoner;L;2;L991693
M1225;L99;Villonodulær synovitt i hofteledd eller sakroiliakalledd;L;2;L991694
M1223;L99;Villonodulær synovitt i håndledd;L;2;L991695
M1226;L99;Villonodulær synovitt i kneledd;L;2;L991696
M1224;L99;Villonodulær synovitt i ledd mellom knokler i hånd;L;2;L991697
M1221;L99;Villonodulær synovitt i skulderregionen;L;2;L991698
M1229;L99;Villonodulær synovitt i uspesifisert lokalisasjon;L;2;L991699
R51;N01;Hodepine;N;1;N010000
R51;N01;Cephalalgia IKA INA;N;1;N010001
G443;N01;Hodepine posttraumatisk kronisk;N;1;N010002
G448;N01;Hodepine-syndrom IKA;N;1;N010003
R51;N01;Smerte hodet IKA INA;N;1;N010004
G501;N03;Ansiktssmerte;N;1;N030000
R51;N03;Ansiktssmerte og hodepine INA;N;1;N030001
G501;N03;Smerte ansiktet IKA INA;N;1;N030002
G258;N04;Restless legs;N;1;N040000
G258;N04;Rykninger i leggene;N;1;N040001
G258;N04;Uro i bena;N;1;N040002
R202;N05;Prikking/parestesi i hender/føtter;N;1;N050000
R202;N05;Parestesi i hud føtter/tær;N;1;N050001
R202;N05;Parestesi i hud hender/fingre;N;1;N050002
R202;N05;Prikking/stikking føtter/tær;N;1;N050003
R202;N05;Prikking/stikking hender/fingre;N;1;N050004
R208;N06;Forstyrrelser i hudens følsomhet IKA;N;1;N060000
R200;N06;Anestesi i hud;N;1;N060001
R208;N06;Brenning/svie i hud;N;1;N060002
R208;N06;Følsomhet i huden endret IKA;N;1;N060003
R208;N06;Hudfølelse unormal IKA;N;1;N060004
R203;N06;Hyperestesi huden;N;1;N060005
R201;N06;Hypoestesi i hud;N;1;N060006
R208;N06;Nummenhet;N;1;N060007
R568;N07;Krampeanfall/kramper;N;1;N070000
R560;N07;Feberkrampe;N;1;N070001
R568;N07;Kramper;N;1;N070002
R258;N08;Unormale/ufrivillige bevegelser;N;1;N080000
R258;N08;Atetoser;N;1;N080001
R258;N08;Bevegelser ufrivillige;N;1;N080002
G255;N08;Chorea INA;N;1;N080003
G259;N08;Ekstrapyramidal bevegelsesforstyrrelse INA;N;1;N080004
R253;N08;Fascikulasjoner;N;1;N080005
G252;N08;Intensjonstremor;N;1;N080006
R253;N08;Muskelrykninger;N;1;N080007
G253;N08;Myoklonus;N;1;N080008
R258;N08;Rykninger ufrivillige;N;1;N080009
G256;N08;Tics legemiddelutløst;N;1;N080010
G256;N08;Tics organisk betinget;N;1;N080011
G250;N08;Tremor essensiell;N;1;N080012
G250;N08;Tremor familiær;N;1;N080013
R251;N08;Tremor INA;N;1;N080014
G251;N08;Tremor legemiddelindusert;N;1;N080015
R250;N08;Unormale hodebevegelser;N;1;N080016
G254;N08;Legemiddelutløst chorea;N;1;N080017
R438;N16;Forstyrrelse i lukt/smak;N;1;N160000
R430;N16;Anosmi;N;1;N160001
R431;N16;Hyperosmi;N;1;N160002
R431;N16;Hyposmi;N;1;N160003
R431;N16;Luktesans endret;N;1;N160004
R431;N16;Ozoena;N;1;N160005
R432;N16;Parageusi;N;1;N160006
R431;N16;Parosmi;N;1;N160007
R432;N16;Smakssans endret;N;1;N160008
R42;N17;Svimmelhet IKA;N;1;N170000
R42;N17;Balanseforstyrrelse INA;N;1;N170001
R42;N17;Sjøgangsfølelse;N;1;N170002
R42;N17;Svimmelhet ustøhet;N;1;N170003
R42;N17;Svimmelhet ørhet;N;1;N170004
R42;N17;Vertigo INA;N;1;N170005
G98;N18;Lammelse/svakhet;N;1;N180000
G822;N18;Paraplegi;N;1;N180001
R478;N19;Talevansker;N;1;N190000
R470;N19;Afasi;N;1;N190001
R471;N19;Anartri;N;1;N190002
R471;N19;Dysartri;N;1;N190003
R470;N19;Dysfasi;N;1;N190004
R470;N19;Taleevne mangler;N;1;N190005
R478;N19;Taleforstyrrelser;N;1;N190006
Z711;N26;Engstelig for kreft i nervesystemet;N;1;N260000
Z711;N27;Engstelig for sykdom i nervesystemet IKA;N;1;N270000
Z736;N28;Redusert funksjonsevne pga problem i nervesystemet;N;1;N280000
Z736;N28;Funksjonshemning nervesystem sykdom;N;1;N280001
Z736;N28;Gangvansker nervesystem sykdom;N;1;N280002
Z736;N28;Koordinasjonsvansker nervesystem sykdom;N;1;N280003
R298;N29;Nervesystemet symptomer/plager IKA;N;1;N290000
R270;N29;Ataksi INA;N;1;N290001
R268;N29;Bevegelighet unormal;N;1;N290002
R260;N29;Gange ataktisk;N;1;N290003
R261;N29;Gange paretisk;N;1;N290004
R260;N29;Gange sjanglende;N;1;N290005
R261;N29;Gange spastisk;N;1;N290006
R268;N29;Gange unormal IKA INA;N;1;N290007
R268;N29;Gange ustø INA;N;1;N290008
R268;N29;Halting INA;N;1;N290009
R290;N29;Karpopedal spasme;N;1;N290010
R278;N29;Koordinasjonsvansker INA;N;1;N290011
R291;N29;Meningisme;N;1;N290012
M792;N29;Nervesmerte IKA INA;N;1;N290013
M792;N29;Nevralgi IKA INA;N;1;N290014
R292;N29;Reflekser unormale;N;1;N290015
R298;N29;Rigiditet IKA INA;N;1;N290016
R298;N29;Spastisitet IKA INA;N;1;N290017
R290;N29;Tetani;N;1;N290018
R296;N29;Falltendens ikke klassifisert annet sted;N;1;N290019
R263;N29;Immobilitet;N;1;N290020
R262;N29;Vanskeligheter med å gå, ikke klassifisert annet sted;N;1;N290021
A809;N70;Poliomyelitt;N;2;N700000
A850;N70;Enterovirusencefalitt;N;2;N700001
B91;N70;Følgetilstand poliomyelitt;N;2;N700002
A809;N70;Poliomyelitt akutt;N;2;N700003
A802;N70;Akutt poliomyelitt med lammelse, forårsaket av ikke-importert vill virusstamme;N;2;N700005
A801;N70;Akutt poliomyelitt med lammelse, forårsaket av importert vill virusstamme;N;2;N700006
A800;N70;Akutt poliomyelitt med lammelse, forårsaket av vaksine;N;2;N700007
A804;N70;Akutt poliomyelitt uten lammelse;N;2;N700008
A803;N70;Annen eller uspesifisert akutt poliomyelitt med lammelse;N;2;N700009
G14;N70;Postpoliosyndrom;N;2;N700010
G039;N71;Meningitt/encefalitt;N;2;N710000
A851;N71;Adenovirusencefalitt;N;2;N710001
A871;N71;Adenovirusmeningitt;N;2;N710002
A832;N71;EEE (eastern equine encephalitis);N;2;N710003
A858;N71;Encefalitt epidemisk INA;N;2;N710004
A849;N71;Encefalitt flåttbåren;N;2;N710005
G049;N71;Encefalitt INA;N;2;N710006
A86;N71;Encefalitt viral INA;N;2;N710007
A870;N71;Enterovirusmeningitt;N;2;N710008
G000;N71;Hemofilusmeningitt;N;2;N710009
B004;N71;Herpesencefalitt;N;2;N710010
B003;N71;Herpesmeningitt;N;2;N710011
G039;N71;Hjernehinnebetennelse INA;N;2;N710012
G008;N71;Meningitt bakteriell IKA;N;2;N710013
G009;N71;Meningitt bakteriell INA;N;2;N710014
G039;N71;Meningitt INA;N;2;N710015
A878;N71;Meningitt viral IKA;N;2;N710016
A879;N71;Meningitt viral INA;N;2;N710017
G049;N71;Meningoencefalitt INA;N;2;N710018
A390;N71;Meningokokkmeningitt;N;2;N710019
G049;N71;Myelitt INA;N;2;N710020
G001;N71;Pneumokokkmeningitt;N;2;N710021
A840;N71;RSSE (Russian spring and summer encephalitis);N;2;N710022
G003;N71;Stafylokokkmeningitt;N;2;N710023
G002;N71;Streptokokkmeningitt;N;2;N710024
A849;N71;TBE (tick-borne encephalitis);N;2;N710025
A86;N71;Virusencefalitt INA;N;2;N710026
A879;N71;Virusmeningitt INA;N;2;N710027
G040;N71;Akutt disseminert encefalitt;N;2;N710028
G048;N71;Annen spesifisert encefalitt, myelitt eller encefalomyelitt;N;2;N710029
A848;N71;Annen spesifisert virusencefalitt overført ved flått;N;2;N710030
A838;N71;Annen spesifisert virusencefalitt overført ved mygg;N;2;N710031
A834;N71;Australsk encefalitt;N;2;N710032
G042;N71;Bakteriell meningoencefalitt eller meningomyelitt, ikke klassifisert annet sted;N;2;N710033
A835;N71;Californisk encefalitt;N;2;N710034
B375;N71;Candidameningitt;N;2;N710035
G052;N71;Encefalitt, myelitt eller encefalomyelitt ved annen infeksjonssykdom eller parasittsykdom klassifisert annet sted;N;2;N710036
G058;N71;Encefalitt, myelitt eller encefalomyelitt ved annen sykdom klassifisert annet sted;N;2;N710037
G050;N71;Encefalitt, myelitt eller encefalomyelitt ved bakteriesykdom klassifisert annet sted;N;2;N710038
G051;N71;Encefalitt, myelitt eller encefalomyelitt ved virussykdom klassifisert annet sted;N;2;N710039
B941;N71;Følgetilstand etter virusencefalitt;N;2;N710040
G032;N71;Godartet tilbakevendende meningitt;N;2;N710041
G030;N71;Ikke-pyogen meningitt;N;2;N710042
A830;N71;Japansk encefalitt;N;2;N710043
G031;N71;Kronisk meningitt;N;2;N710044
A872;N71;Lymfocyttisk choriomeningitt;N;2;N710045
G038;N71;Meningitt av annen spesifisert årsak;N;2;N710046
A321;N71;Meningitt eller meningoencefalitt som skyldes Listeria;N;2;N710047
G028;N71;Meningitt ved annen spesifisert infeksjonssykdom eller parasittsykdom klassifisert annet sted;N;2;N710048
G01;N71;Meningitt ved bakteriesykdom klassifisert annet sted;N;2;N710049
G021;N71;Meningitt ved soppsykdom;N;2;N710050
G020;N71;Meningitt ved virussykdom klassifisert annet sted;N;2;N710051
A836;N71;Rociovirussykdom;N;2;N710052
A841;N71;Sentraleuropeisk encefalitt overført ved flått;N;2;N710053
A833;N71;St Louis-encefalitt;N;2;N710054
B582;N71;Toksoplasmameningoencefalitt;N;2;N710055
G041;N71;Myelopati assosiert med humant T-cellelymfotropt virus;N;2;N710056
A852;N71;Uspesifisert virusencefalitt overført ved artropode;N;2;N710057
A839;N71;Uspesifisert virusencefalitt overført ved mygg;N;2;N710058
A831;N71;Vestlig heste-encefalitt;N;2;N710059
A35;N72;Stivkrampe;N;2;N720000
A35;N72;Tetanus;N;2;N720001
A34;N72;Stivkrampe etter fødsel;N;2;N720002
A33;N72;Stivkrampe hos nyfødt;N;2;N720003
A89;N73;Infeksjon i sentralnervesystemet IKA;N;2;N730000
G062;N73;Abcess sentralnervesystemet;N;2;N730001
A810;N73;BSE (bovin spongiform encefalopati);N;2;N730002
A810;N73;Creutzfeldt-Jakobs sykdom;N;2;N730003
G08;N73;Flebitt sentralnervesystemet;N;2;N730004
G09;N73;Følgetilstand infeksjon CNS;N;2;N730005
A819;N73;Slow virus infeksjon CNS;N;2;N730006
G08;N73;Tromboflebitt sentralnervesystemet;N;2;N730007
A818;N73;Virusinfeksjon atypisk CNS IKA;N;2;N730008
A89;N73;Virusinfeksjon sentralnervesyst INA;N;2;N730009
A888;N73;Annen spesifisert virusinfeksjon i sentralnervesystemet;N;2;N730010
G060;N73;Intrakraniell abscess eller granulom;N;2;N730011
G07;N73;Intrakraniell eller intraspinal abscess eller granulom ved sykdom klassifisert annet sted;N;2;N730012
G061;N73;Intraspinal abscess eller granulom;N;2;N730013
A812;N73;Progressiv multifokal leukoencefalopati;N;2;N730014
A811;N73;Subakutt skleroserende panencefalitt;N;2;N730015
C729;N74;Ondartet svulst i nervesystemet;N;2;N740000
C719;N74;Astrocytom;N;2;N740001
C719;N74;Glioblastom;N;2;N740002
C479;N74;Ondartet svulst autonome nervesystem;N;2;N740003
C719;N74;Ondartet svulst hjerne;N;2;N740004
C729;N74;Ondartet svulst i sentralnervesystemet;N;2;N740005
C700;N74;Ondartet svulst meninger;N;2;N740006
C479;N74;Ondartet svulst perifere nervesystem;N;2;N740007
C720;N74;Ondartet svulst ryggmarg;N;2;N740008
C725;N74;Ondartet svulst i annen eller uspesifisert hjernenerve;N;2;N740009
C714;N74;Ondartet svulst i bakhodelapp;N;2;N740010
C721;N74;Ondartet svulst i cauda equina;N;2;N740011
C717;N74;Ondartet svulst i hjernestamme;N;2;N740012
C715;N74;Ondartet svulst i hjerneventrikkel;N;2;N740013
C713;N74;Ondartet svulst i isselapp;N;2;N740014
C716;N74;Ondartet svulst i lillehjerne;N;2;N740015
C722;N74;Ondartet svulst i nervus olfactorius;N;2;N740016
C723;N74;Ondartet svulst i nervus opticus;N;2;N740017
C724;N74;Ondartet svulst i nervus vestibulocochlearis;N;2;N740018
C711;N74;Ondartet svulst i pannelapp;N;2;N740019
C475;N74;Ondartet svulst i perifere nerver i bekken;N;2;N740020
C474;N74;Ondartet svulst i perifere nerver i buken;N;2;N740021
C470;N74;Ondartet svulst i perifere nerver i hode, ansikt eller hals;N;2;N740022
C471;N74;Ondartet svulst i perifere nerver i overekstremitet eller skulder;N;2;N740023
C473;N74;Ondartet svulst i perifere nerver i toraks;N;2;N740024
C472;N74;Ondartet svulst i perifere nerver i underekstremitet eller hofte;N;2;N740025
C476;N74;Ondartet svulst i perifere nerver med uspesifisert lokalisasjon i trunkus;N;2;N740026
C701;N74;Ondartet svulst i ryggmargshinne;N;2;N740027
C710;N74;Ondartet svulst i storhjerne unntatt lapper og ventrikler;N;2;N740028
C712;N74;Ondartet svulst i tinninglapp;N;2;N740029
C709;N74;Ondartet svulst med uspesifisert lokalisasjon i hjerne- eller ryggmargshinne;N;2;N740030
C718;N74;Overlappende ondartet svulst i hjerne;N;2;N740031
C728;N74;Overlappende ondartet svulst i hjerne eller annen del av sentralnervesystem;N;2;N740032
C478;N74;Overlappende ondartet svulst i perifere nerver og det autonome nervesystem;N;2;N740033
D339;N75;Godartet svulst i nervesystemet;N;2;N750000
D333;N75;Akustikusnevrinom;N;2;N750001
D332;N75;Godartet svulst hjerne;N;2;N750002
D329;N75;Godartet svulst meninger;N;2;N750003
D361;N75;Godartet svulst perifere nervesyst;N;2;N750004
D334;N75;Godartet svulst ryggmarg;N;2;N750005
D339;N75;Godartet svulst sentralnervesystemet;N;2;N750006
D329;N75;Meningeom;N;2;N750007
D337;N75;Godartet svulst i annen spesifisert del av sentralnervesystemet;N;2;N750008
D320;N75;Godartet svulst i hjernehinne;N;2;N750009
D321;N75;Godartet svulst i ryggmargshinne;N;2;N750010
D331;N75;Godartet svulst med infratentoriell lokalisasjon i hjerne;N;2;N750011
D330;N75;Godartet svulst med supratentoriell lokalisasjon i hjerne;N;2;N750012
D439;N76;Uspesifisert svulst i nervesystemet;N;2;N760000
D432;N76;Uspesifisert svulst hjerne;N;2;N760001
D429;N76;Uspesifisert svulst meninger;N;2;N760002
D482;N76;Uspesifisert svulst perifer nerve;N;2;N760003
D434;N76;Uspesifisert svulst ryggmarg;N;2;N760004
D437;N76;Svulst med usikkert eller ukjent malignitetspotensial i annen spesifisert del av sentralnervesystemet;N;2;N760005
D420;N76;Svulst med usikkert eller ukjent malignitetspotensial i hjernehinne;N;2;N760006
D433;N76;Svulst med usikkert eller ukjent malignitetspotensial i hjernenerve;N;2;N760007
D421;N76;Svulst med usikkert eller ukjent malignitetspotensial i ryggmargshinne;N;2;N760008
D431;N76;Svulst med usikkert eller ukjent malignitetspotensial med infratentoriell lokalisasjon i hjerne;N;2;N760009
D430;N76;Svulst med usikkert eller ukjent malignitetspotensial med supratentoriell lokalisasjon i hjerne;N;2;N760010
S060;N79;Hjernerystelse;N;2;N790000
S060;N79;Commotio cerebri;N;2;N790001
S060;N79;Hodeskade hjernerystelse;N;2;N790002
S0601;N79;Hjernerystelse med åpent sår;N;2;N790003
S0600;N79;Hjernerystelse uten åpent sår;N;2;N790004
S069;N80;Hodeskade IKA;N;2;N800000
S021;N80;Brudd bakhodet;N;2;N800001
S029;N80;Brudd hode INA;N;2;N800002
S021;N80;Brudd orbitatak;N;2;N800003
S029;N80;Brudd skalle INA;N;2;N800004
S021;N80;Brudd skallebasis;N;2;N800005
S021;N80;Brudd tinningben;N;2;N800006
S062;N80;Contusio cerebri;N;2;N800007
S064;N80;Epiduralblødning traumatisk;N;2;N800008
S062;N80;Hjerneskade diffus;N;2;N800009
S069;N80;Hjerneskade INA;N;2;N800010
S064;N80;Hodeskade blødning epiduralt;N;2;N800011
S066;N80;Hodeskade blødning subaraknoidalt;N;2;N800012
S065;N80;Hodeskade blødning subduralt;N;2;N800013
S062;N80;Hodeskade hjernekontusjon;N;2;N800014
S062;N80;Hodeskade hjernelaserasjon;N;2;N800015
S062;N80;Hodeskade hjerneødem;N;2;N800016
S065;N80;Hodeskade subduralhematom;N;2;N800017
S070;N80;Knusningsskade ansikt;N;2;N800018
S079;N80;Knusningsskade hode INA;N;2;N800019
S071;N80;Knusningsskade hodebunn;N;2;N800020
S062;N80;Laceratio cerebri;N;2;N800021
S069;N80;Skade hodet intrakranielt INA;N;2;N800022
S069;N80;Slag mot hodet uten skallebrudd;N;2;N800023
S066;N80;Subaraknoidalblødning traumatisk;N;2;N800024
S065;N80;Subduralblødning traumatisk;N;2;N800025
S065;N80;Subduralhematom INA;N;2;N800027
S098;N80;Annen spesifisert hodeskade;N;2;N800028
S068;N80;Annen spesifisert intrakraniell skade;N;2;N800029
S0681;N80;Annen spesifisert intrakraniell skade med åpent sår;N;2;N800030
S0680;N80;Annen spesifisert intrakraniell skade uten åpent sår;N;2;N800031
S020;N80;Brudd på skalletak;N;2;N800032
S0621;N80;Diffus hjerneskade med åpent sår;N;2;N800033
S0620;N80;Diffus hjerneskade uten åpent sår;N;2;N800034
S0641;N80;Epiduralblødning med åpent sår;N;2;N800035
S0640;N80;Epiduralblødning uten åpent sår;N;2;N800036
S097;N80;Flere hodeskader;N;2;N800037
S063;N80;Fokal hjerneskade;N;2;N800038
S0631;N80;Fokal hjerneskade med åpent sår;N;2;N800039
S0630;N80;Fokal hjerneskade uten åpent sår;N;2;N800040
S067;N80;Intrakraniell skade med langvarig koma;N;2;N800041
S0671;N80;Intrakraniell skade med langvarig koma med åpent sår;N;2;N800042
S0670;N80;Intrakraniell skade med langvarig koma uten åpent sår;N;2;N800043
S0210;N80;Lukket brudd på skallebasis;N;2;N800044
S0200;N80;Lukket brudd på skalletak;N;2;N800045
S090;N80;Skade på blodkar i hode ikke klassifisert annet sted;N;2;N800046
S080;N80;Skalpering;N;2;N800047
S088;N80;Traumatisk amputasjon av annen spesifisert del av hode;N;2;N800048
S089;N80;Traumatisk amputasjon av uspesifisert del av hode;N;2;N800049
S061;N80;Traumatisk hjerneødem;N;2;N800050
S0611;N80;Traumatisk hjerneødem med åpent sår;N;2;N800051
S0610;N80;Traumatisk hjerneødem uten åpent sår;N;2;N800052
S0661;N80;Traumatisk subaraknoidalblødning med åpent sår;N;2;N800053
S0660;N80;Traumatisk subaraknoidalblødning uten åpent sår;N;2;N800054
S0651;N80;Traumatisk subduralblødning med åpent sår;N;2;N800055
S0650;N80;Traumatisk subduralblødning uten åpent sår;N;2;N800056
S0691;N80;Uspesifisert intrakraniell skade med åpent sår;N;2;N800057
S0690;N80;Uspesifisert intrakraniell skade uten åpent sår;N;2;N800058
S0211;N80;Åpent brudd på skallebasis;N;2;N800059
S0201;N80;Åpent brudd på skalletak;N;2;N800060
T144;N81;Skade i nervesystemet IKA;N;2;N810000
S044;N81;Abducensparese traumatisk;N;2;N810001
S099;N81;Annen hodeskade;N;2;N810002
T144;N81;Nervesystemet skade INA;N;2;N810003
S146;N81;Skade cervikal nerverot/nerve;N;2;N810004
S141;N81;Skade cervikalmarg;N;2;N810005
S049;N81;Skade hjernenerve;N;2;N810006
S348;N81;Skade lumbal nerverot/nerve;N;2;N810007
S340;N81;Skade lumbalmarg;N;2;N810008
S949;N81;Skade nerve ankel/fot;N;2;N810009
S749;N81;Skade nerve hofte/lår;N;2;N810010
S649;N81;Skade nerve hånd;N;2;N810011
T144;N81;Skade nerve INA;N;2;N810012
S849;N81;Skade nerve legg;N;2;N810013
S449;N81;Skade nerve overarm/skulder;N;2;N810014
S549;N81;Skade nerve underarm/albue;N;2;N810015
S143;N81;Skade plexus brachialis;N;2;N810016
S246;N81;Skade torakal nerverot/nerve;N;2;N810017
S240;N81;Skade torakalmarg;N;2;N810018
S049;N81;Øyenerveskade;N;2;N810019
S241;N81;Annen eller uspesifisert skade på torakalmarg;N;2;N810020
S341;N81;Annen skade på lumbalmarg;N;2;N810021
S140;N81;Commotio og ødem i cervikalmarg;N;2;N810022
S448;N81;Skade på andre spes. nerver i skulder- eller overarmsregion;N;2;N810023
S245;N81;Skade på annen nerve i brystkasse;N;2;N810024
